Transaction_ID,Date,Customer_ID,Gender,Age,Product_Category,Product,Quantity,Unit_Price,Total_Sales,Payment_Method,City
T0252,2025-12-30,C206,Female,31.0,Beauty,Moisturizer,2,250.93,501.86,Cash,Chennai
T0253,2025-07-24,C170,Female,21.0,Beauty,Shampoo,3,1909.01,5727.03,UPI,Pune
T0254,2025-12-29,C121,Female,20.0,Beauty,Moisturizer,1,2554.86,2554.86,Credit Card,Hyderabad
T0255,2025-05-23,C299,Male,28.0,Home & Kitchen,Blender,3,6896.02,20688.06,Credit Card,Bengaluru
T0256,2025-11-10,C121,Female,27.0,Beauty,Moisturizer,1,2977.12,2977.12,Net Banking,Chennai
T0257,2025-06-10,C278,Male,18.0,Clothing,T-Shirt,5,3846.9,19234.5,Cash,Bengaluru
T0258,2025-06-01,C161,Male,54.0,Electronics,Headphones,3,36345.49,109036.47,Credit Card,Mumbai
T0259,2025-07-17,C198,Male,31.0,Clothing,Jacket,2,949.49,1898.98,Credit Card,Pune
T0260,2025-11-26,C198,Female,26.0,Groceries,Coffee,3,386.85,1160.55,Debit Card,Pune
T0261,2025-08-31,C419,Male,26.0,Beauty,Moisturizer,2,3916.63,7833.26,Net Banking,Mumbai
T0262,2025-05-23,C476,Female,32.0,Clothing,Jacket,3,4647.59,13942.77,Net Banking,Delhi
T0263,2025-09-05,C354,Male,45.0,Beauty,Moisturizer,2,2299.55,4599.1,Cash,Hyderabad
T0264,2025-10-06,C189,Male,33.0,Clothing,Shoes,3,2545.63,7636.89,Credit Card,Chennai
T0265,2025-03-26,C172,Male,18.0,Home & Kitchen,Mixer,3,7226.81,21680.43,UPI,Delhi
T0266,2025-09-20,C436,Male,32.0,Clothing,Jeans,2,3568.01,7136.02,Net Banking,Chennai
T0267,2025-01-08,C201,Female,30.0,Home & Kitchen,Cookware,2,1077.23,2154.46,Cash,Chennai
T0268,2025-10-02,C132,Male,18.0,Groceries,Cooking Oil,3,1454.21,4362.63,Cash,Chennai
T0269,2025-04-12,C323,Male,19.0,Electronics,Headphones,3,24796.58,74389.74,Debit Card,Pune
T0270,2025-06-03,C482,Female,29.0,Electronics,Headphones,2,45406.39,90812.78,Net Banking,Chennai
T0271,2025-12-30,C464,Male,32.0,Groceries,Cooking Oil,2,1088.54,2177.08,Net Banking,Bengaluru
T0272,2025-10-04,C256,Female,33.0,Home & Kitchen,Air Fryer,1,2663.51,2663.51,Credit Card,Delhi
T0273,2025-03-16,C379,Female,38.0,Electronics,Smartphone,3,17945.54,53836.62,UPI,Pune
T0274,2025-10-16,C312,Male,28.0,Beauty,Perfume,4,1165.1,4660.4,Credit Card,Bengaluru
T0275,2025-05-08,C291,Male,34.0,Home & Kitchen,Air Fryer,5,1521.18,7605.9,Cash,Bengaluru
T0276,2025-08-15,C413,Male,19.0,Electronics,Headphones,1,19057.51,19057.51,Net Banking,Delhi
T0277,2025-07-26,C310,Male,28.0,Beauty,Shampoo,3,424.56,1273.68,UPI,Delhi
T0278,2025-02-15,C138,Female,33.0,Home & Kitchen,Blender,2,1954.18,3908.36,Cash,Pune
T0279,2025-08-03,C250,Female,24.0,Home & Kitchen,Blender,3,11074.27,33222.81,UPI,Chennai
T0280,2025-06-22,C427,Female,29.0,Home & Kitchen,Blender,3,9795.45,29386.35,UPI,Chennai
T0281,2025-11-13,C264,Female,51.0,Beauty,Perfume,2,1030.08,2060.16,UPI,Delhi
T0282,2025-05-22,C303,Male,35.0,Electronics,Smartwatch,2,22759.08,45518.16,Debit Card,Hyderabad
T0283,2025-07-02,C116,Male,39.0,Home & Kitchen,Cookware,4,2794.23,11176.92,UPI,Delhi
T0284,2025-09-12,C249,Male,47.0,Beauty,Perfume,1,3198.81,3198.81,Cash,Pune
T0285,2025-03-06,C108,Male,32.0,Home & Kitchen,Air Fryer,3,10632.46,31897.38,Cash,Delhi
T0286,2025-01-26,C408,Male,36.0,Beauty,Shampoo,3,2487.31,7461.93,Net Banking,Chennai
T0287,2025-03-17,C167,Female,19.0,Beauty,Face Wash,2,596.05,1192.1,Cash,Bengaluru
T0288,2025-03-28,C362,Female,37.0,Clothing,Jacket,3,3284.46,9853.38,UPI,Bengaluru
T0289,2025-04-03,C209,Male,23.0,Electronics,Smartphone,1,22394.34,22394.34,Debit Card,Delhi
T0290,2025-05-21,C289,Female,29.0,Home & Kitchen,Air Fryer,1,3039.02,3039.02,UPI,Delhi
T0291,2025-09-02,C292,Female,32.0,Electronics,Laptop,1,32068.3,32068.3,Credit Card,Chennai
T0292,2025-01-17,C444,Male,32.0,Electronics,Smartphone,3,22797.24,68391.72,Debit Card,Chennai
T0293,2025-02-15,C145,Male,49.0,Electronics,Headphones,5,14837.43,74187.15,Cash,Chennai
T0294,2025-09-25,C340,Male,29.0,Beauty,Moisturizer,4,2913.32,11653.28,Net Banking,Bengaluru
T0295,2025-08-03,C277,Male,36.0,Beauty,Shampoo,1,2926.77,2926.77,Cash,Bengaluru
T0296,2025-03-23,C247,Male,34.0,Clothing,Jeans,3,4901.95,14705.85,Cash,Mumbai
T0297,2025-10-12,C205,Female,18.0,Electronics,Smartphone,3,29459.12,88377.36,Credit Card,Chennai
T0298,2025-04-28,C301,Male,21.0,Home & Kitchen,Mixer,1,7887.89,7887.89,Cash,Chennai
T0299,2025-09-25,C335,Male,30.0,Beauty,Shampoo,1,244.49,244.49,Net Banking,Bengaluru
T0300,2025-10-06,C394,Female,22.0,Groceries,Rice,3,386.79,1160.37,Net Banking,Delhi
T0301,2025-01-30,C288,Female,22.0,Home & Kitchen,Cookware,2,10437.69,20875.38,Credit Card,Chennai
T0302,2025-01-23,C460,Male,28.0,Home & Kitchen,Air Fryer,2,9280.67,18561.34,Credit Card,Chennai
T0303,2025-01-07,C296,Male,40.0,Electronics,Laptop,2,16676.73,33353.46,UPI,Hyderabad
T0304,2025-05-06,C495,Male,41.0,Beauty,Perfume,1,2654.13,2654.13,UPI,Delhi
T0305,2025-04-23,C465,Female,18.0,Groceries,Cooking Oil,5,724.68,3623.4,Net Banking,Delhi
T0306,2025-06-04,C463,Female,24.0,Home & Kitchen,Blender,5,5041.54,25207.7,Debit Card,Bengaluru
T0307,2025-05-02,C225,Male,21.0,Home & Kitchen,Cookware,2,2169.54,4339.08,Credit Card,Mumbai
T0308,2025-07-20,C469,Male,25.0,Groceries,Biscuits,4,936.18,3744.72,Net Banking,Chennai
T0309,2025-11-01,C497,Female,18.0,Beauty,Face Wash,2,785.75,1571.5,Net Banking,Delhi
T0310,2025-12-20,C209,Male,18.0,Groceries,Biscuits,4,585.78,2343.12,Credit Card,Hyderabad
T0311,2025-04-02,C380,Male,18.0,Groceries,Coffee,4,853.66,3414.64,Debit Card,Pune
T0312,2025-04-09,C352,Female,37.0,Clothing,Jacket,1,4803.14,4803.14,UPI,Bengaluru
T0313,2025-05-27,C164,Male,23.0,Home & Kitchen,Mixer,4,8733.0,34932.0,Net Banking,Bengaluru
T0314,2025-05-29,C346,Male,34.0,Home & Kitchen,Cookware,2,10530.65,21061.3,Cash,Pune
T0315,2025-05-27,C254,Female,36.0,Electronics,Smartwatch,5,15737.39,78686.95,Cash,Mumbai
T0316,2025-08-16,C202,Male,26.0,Beauty,Moisturizer,2,1349.3,2698.6,UPI,Delhi
T0317,2025-08-07,C182,Female,27.0,Home & Kitchen,Blender,3,10807.31,32421.93,Debit Card,Mumbai
T0318,2025-04-26,C437,Male,36.0,Groceries,Biscuits,1,235.16,235.16,UPI,Hyderabad
T0319,2025-10-14,C308,Female,28.0,Home & Kitchen,Blender,2,7780.5,15561.0,Net Banking,Delhi
T0320,2025-05-06,C377,Female,40.0,Home & Kitchen,Blender,3,2219.12,6657.36,Cash,Bengaluru
T0321,2025-09-21,C382,Male,32.0,Electronics,Smartwatch,3,59508.39,178525.17,Debit Card,Hyderabad
T0322,2025-05-21,C332,Female,47.0,Beauty,Face Wash,2,462.31,924.62,Net Banking,Mumbai
T0323,2025-10-17,C484,Female,33.0,Electronics,Headphones,1,28753.21,28753.21,Debit Card,Chennai
T0324,2025-10-17,C145,Male,36.0,Home & Kitchen,Cookware,3,11408.87,34226.61,Debit Card,Chennai
T0325,2025-07-03,C211,Male,28.0,Clothing,Shoes,1,4405.61,4405.61,Cash,Bengaluru
T0326,2025-02-24,C127,Female,18.0,Home & Kitchen,Air Fryer,1,2421.32,2421.32,Net Banking,Pune
T0327,2025-11-09,C381,Female,30.0,Electronics,Smartphone,2,26606.33,53212.66,UPI,Delhi
T0328,2025-05-28,C260,Female,30.0,Clothing,Jeans,3,3550.62,10651.86,Credit Card,Mumbai
T0329,2025-09-21,C112,Male,32.0,Beauty,Face Wash,2,742.93,1485.86,Credit Card,Bengaluru
T0330,2025-03-20,C341,Female,43.0,Clothing,Jacket,1,4617.55,4617.55,Net Banking,Bengaluru
T0331,2025-11-21,C477,Female,38.0,Clothing,Shoes,2,3068.32,6136.64,Net Banking,Mumbai
T0332,2025-06-11,C200,Female,32.0,Home & Kitchen,Mixer,2,3755.44,7510.88,Debit Card,Pune
T0333,2025-08-06,C416,Male,36.0,Home & Kitchen,Mixer,3,2011.06,6033.18,UPI,Bengaluru
T0334,2025-01-24,C464,Male,28.0,Groceries,Rice,4,339.59,1358.36,UPI,Mumbai
T0335,2025-04-11,C404,Male,28.0,Electronics,Laptop,2,59972.24,119944.48,Cash,Hyderabad
T0336,2025-08-15,C336,Male,18.0,Home & Kitchen,Blender,1,7868.99,7868.99,Cash,Hyderabad
T0337,2025-06-15,C410,Female,18.0,Groceries,Coffee,3,607.05,1821.15,UPI,Mumbai
T0338,2025-08-04,C364,Male,43.0,Groceries,Biscuits,2,499.33,998.66,Cash,Bengaluru
T0339,2025-08-23,C327,Male,26.0,Home & Kitchen,Air Fryer,2,1664.36,3328.72,UPI,Hyderabad
T0340,2025-02-15,C113,Male,49.0,Clothing,T-Shirt,1,5095.14,5095.14,Credit Card,Delhi
T0341,2025-01-29,C271,Male,21.0,Electronics,Smartwatch,4,21867.11,87468.44,Cash,Bengaluru
T0342,2025-06-05,C372,Male,41.0,Beauty,Shampoo,3,1385.08,4155.24,UPI,Mumbai
T0343,2025-08-12,C253,Male,36.0,Clothing,Shoes,1,1960.71,1960.71,Credit Card,Mumbai
T0344,2025-05-15,C328,Male,35.0,Electronics,Laptop,2,37540.81,75081.62,Debit Card,Hyderabad
T0345,2025-05-12,C204,Male,36.0,Home & Kitchen,Air Fryer,2,5197.46,10394.92,Net Banking,Hyderabad
T0346,2025-05-04,C318,Female,36.0,Groceries,Coffee,2,752.23,1504.46,Credit Card,Hyderabad
T0347,2025-08-21,C117,Male,30.0,Groceries,Cooking Oil,5,187.36,936.8,Credit Card,Mumbai
T0348,2025-10-28,C439,Male,32.0,Clothing,T-Shirt,2,4797.27,9594.54,Net Banking,Pune
T0349,2025-04-12,C316,Female,34.0,Beauty,Perfume,3,3800.1,11400.3,Cash,Hyderabad
T0350,2025-01-05,C184,Female,,Electronics,Laptop,1,15659.76,15659.76,UPI,Chennai
T0351,2025-02-15,C490,Female,40.0,Electronics,Laptop,2,57351.7,114703.4,Credit Card,Delhi
T0352,2025-01-06,C193,Female,22.0,Clothing,Jeans,2,741.45,1482.9,Cash,Pune
T0353,2025-09-29,C168,Male,34.0,Home & Kitchen,Air Fryer,1,11555.08,11555.08,Cash,Chennai
T0354,2025-03-30,C374,Male,33.0,Clothing,Jeans,2,1927.48,3854.96,Credit Card,Bengaluru
T0355,2025-01-08,C452,Female,34.0,Beauty,Moisturizer,3,814.35,2443.05,UPI,Chennai
T0356,2025-04-03,C186,Female,30.0,Electronics,Headphones,5,47706.11,238530.55,UPI,Pune
T0357,2025-08-04,C270,Female,36.0,Clothing,Shoes,1,3989.0,3989.0,Credit Card,Chennai
T0358,2025-05-21,C273,Female,27.0,Groceries,Biscuits,1,762.86,762.86,Cash,Hyderabad
T0359,2025-06-12,C199,Male,23.0,Home & Kitchen,Cookware,2,9223.19,18446.38,Debit Card,Bengaluru
T0360,2025-06-30,C191,Female,43.0,Electronics,Laptop,5,28088.8,140444.0,Cash,Hyderabad
T0361,2025-07-12,C378,Female,30.0,Clothing,T-Shirt,1,714.11,714.11,Net Banking,Hyderabad
T0362,2025-05-29,C199,Female,20.0,Groceries,Cooking Oil,2,699.99,1399.98,Credit Card,Chennai
T0363,2025-05-12,C379,Female,37.0,Home & Kitchen,Mixer,5,10785.91,53929.55,Cash,Bengaluru
T0364,2025-05-27,C212,Male,27.0,Beauty,Face Wash,2,907.32,1814.64,,Delhi
T0365,2025-07-08,C264,Female,18.0,Electronics,Headphones,3,51462.95,154388.85,Net Banking,Bengaluru
T0366,2025-06-30,C348,Female,31.0,Beauty,Perfume,2,1960.52,3921.04,Net Banking,Pune
T0367,2025-11-09,C238,Female,54.0,Groceries,Coffee,1,594.29,594.29,Net Banking,Pune
T0368,2025-11-28,C138,Male,38.0,Beauty,Perfume,4,397.22,1588.88,Cash,Hyderabad
T0369,2025-07-25,C285,Female,18.0,Groceries,Rice,1,1091.92,1091.92,Debit Card,Delhi
T0370,2025-11-06,C249,Female,23.0,Beauty,Perfume,1,3097.43,3097.43,UPI,Chennai
T0371,2025-09-30,C424,Female,18.0,Clothing,Jeans,2,3150.27,6300.54,Cash,Hyderabad
T0372,2025-07-10,C317,Male,31.0,Home & Kitchen,Mixer,2,9522.27,19044.54,Cash,Hyderabad
T0373,2025-01-01,C478,Male,35.0,Electronics,Headphones,3,32009.24,96027.72,Net Banking,Delhi
T0374,2025-03-14,C241,Female,38.0,Electronics,Smartphone,1,10698.56,10698.56,Cash,Mumbai
T0375,2025-07-11,C165,Male,33.0,Groceries,Biscuits,3,698.16,2094.48,Debit Card,Bengaluru
T0376,2025-12-05,C143,Female,25.0,Beauty,Moisturizer,2,3644.97,7289.94,Debit Card,Delhi
T0377,2025-12-05,C490,Male,29.0,Clothing,T-Shirt,1,4376.79,4376.79,UPI,Hyderabad
T0378,2025-01-13,C340,Female,34.0,Home & Kitchen,Mixer,2,8818.53,17637.06,Debit Card,Chennai
T0379,2025-11-09,C428,Male,25.0,Beauty,Moisturizer,1,3511.37,3511.37,Debit Card,Bengaluru
T0380,2025-05-04,C213,Female,21.0,Home & Kitchen,Blender,1,8316.43,8316.43,Net Banking,Chennai
T0381,2025-03-10,C218,Female,36.0,Groceries,Biscuits,2,1326.74,2653.48,Debit Card,Hyderabad
T0382,2025-02-16,C267,Female,28.0,Clothing,Shoes,1,4226.48,4226.48,UPI,Pune
T0383,2025-09-05,C129,Female,24.0,Beauty,Shampoo,3,3184.02,9552.06,Credit Card,Bengaluru
T0384,2025-07-21,C117,Female,33.0,Electronics,Smartphone,1,31406.06,31406.06,Credit Card,Pune
T0385,2025-06-26,C304,Male,18.0,Beauty,Shampoo,2,976.87,1953.74,Debit Card,Chennai
T0386,2025-05-04,C380,Female,32.0,Clothing,Jeans,2,1976.94,3953.88,Credit Card,Chennai
T0387,2025-11-18,C409,Female,47.0,Home & Kitchen,Mixer,2,1740.68,3481.36,Debit Card,Delhi
T0388,2025-11-22,C333,Male,23.0,Home & Kitchen,Cookware,2,8294.23,16588.46,Cash,Chennai
T0389,2025-01-25,C384,Male,27.0,Beauty,Shampoo,2,2864.33,5728.66,UPI,Pune
T0390,2025-05-18,C173,Male,32.0,Beauty,Perfume,1,1910.97,1910.97,Credit Card,Delhi
T0391,2025-05-07,C467,Male,29.0,Electronics,Laptop,1,46915.99,46915.99,Cash,Pune
T0392,2025-12-14,C373,Male,28.0,Home & Kitchen,Mixer,2,11957.76,23915.52,UPI,Hyderabad
T0393,2025-02-16,C163,Male,24.0,Clothing,Jeans,1,5326.09,5326.09,UPI,Delhi
T0394,2025-03-02,C418,Female,32.0,Groceries,Biscuits,1,168.79,168.79,UPI,Chennai
T0395,2025-06-23,C487,Female,34.0,Clothing,Jeans,5,3493.4,17467.0,UPI,Chennai
T0396,2025-04-17,C445,Male,34.0,Home & Kitchen,Cookware,2,11104.66,22209.32,UPI,Mumbai
T0397,2025-02-27,C463,Male,33.0,Beauty,Face Wash,3,1926.51,5779.53,Cash,Delhi
T0398,2025-02-06,C435,Female,37.0,Clothing,Shoes,2,4071.27,8142.54,Credit Card,Bengaluru
T0399,2025-07-26,C229,Male,23.0,Home & Kitchen,Cookware,2,11176.35,22352.7,Debit Card,Delhi
T0400,2025-05-13,C302,Female,30.0,Clothing,T-Shirt,1,1377.21,1377.21,Net Banking,Bengaluru
T0401,2025-05-20,C383,Female,27.0,Home & Kitchen,Mixer,3,790.0,2370.0,Credit Card,Hyderabad
T0402,2025-06-02,C337,Male,42.0,Groceries,Rice,2,1256.55,2513.1,Net Banking,Mumbai
T0403,2025-05-17,C106,Male,37.0,Clothing,T-Shirt,4,1064.12,4256.48,Net Banking,Chennai
T0404,2025-03-17,C413,Male,30.0,Electronics,Laptop,3,53987.58,161962.74,UPI,Pune
T0405,2025-09-04,C204,Male,35.0,Groceries,Biscuits,1,246.92,246.92,Credit Card,Pune
T0406,2025-07-28,C226,Male,20.0,Beauty,Shampoo,1,2257.2,2257.2,Credit Card,Chennai
T0407,2025-01-11,C306,Male,41.0,Clothing,Jeans,1,1665.42,1665.42,Debit Card,Delhi
T0408,2025-06-24,C389,Female,48.0,Beauty,Moisturizer,2,2316.14,4632.28,UPI,Chennai
T0409,2025-05-21,C346,Male,44.0,Home & Kitchen,Cookware,1,4401.34,4401.34,Credit Card,Pune
T0410,2025-10-22,C228,Female,24.0,Groceries,Cooking Oil,2,246.43,492.86,Credit Card,Hyderabad
T0411,2025-07-12,C341,Female,37.0,Groceries,Rice,3,1431.05,4293.15,UPI,Chennai
T0412,2025-04-27,C382,Female,41.0,Electronics,Headphones,2,37155.27,74310.54,UPI,Delhi
T0413,2025-12-30,C218,Male,42.0,Beauty,Face Wash,3,3404.64,10213.92,Net Banking,Chennai
T0414,2025-05-19,C281,Female,31.0,Home & Kitchen,Cookware,2,6173.09,12346.18,UPI,Bengaluru
T0415,2025-08-08,C216,Male,27.0,Home & Kitchen,Air Fryer,2,11639.14,23278.28,UPI,Pune
T0416,2025-01-20,C321,Male,39.0,Clothing,Jeans,2,5940.7,11881.4,Credit Card,Pune
T0417,2025-05-12,C160,Female,31.0,Home & Kitchen,Blender,2,8684.97,17369.94,Debit Card,Bengaluru
T0418,2025-03-03,C356,Male,27.0,Home & Kitchen,Air Fryer,1,3159.64,3159.64,UPI,Mumbai
T0419,2025-09-07,C414,Male,32.0,Beauty,Shampoo,1,3112.76,3112.76,Net Banking,Delhi
T0420,2025-07-11,C144,Male,45.0,Clothing,Shoes,1,4191.37,4191.37,Debit Card,Mumbai
T0421,2025-10-04,C164,Female,32.0,Electronics,Headphones,4,47453.2,189812.8,Cash,Bengaluru
T0422,2025-06-19,C369,Male,34.0,Groceries,Rice,2,302.2,604.4,Debit Card,Hyderabad
T0423,2025-06-27,C496,Male,39.0,Groceries,Biscuits,2,910.23,1820.46,Credit Card,Bengaluru
T0424,2025-07-14,C266,Male,38.0,Electronics,Smartwatch,2,35729.07,71458.14,Net Banking,Hyderabad
T0425,2025-10-05,C174,Male,35.0,Groceries,Cooking Oil,1,925.33,925.33,Net Banking,Mumbai
T0426,2025-01-28,C492,Male,20.0,Beauty,Shampoo,3,1599.72,4799.16,Net Banking,Delhi
T0427,2025-07-06,C332,Male,39.0,Groceries,Rice,3,689.16,2067.48,Net Banking,Pune
T0428,2025-09-13,C138,Female,33.0,Clothing,Jeans,3,4969.92,14909.76,Debit Card,Mumbai
T0429,2025-10-18,C287,Male,54.0,Beauty,Perfume,1,1408.8,1408.8,Debit Card,Delhi
T0430,2025-10-18,C186,Female,18.0,Home & Kitchen,Cookware,1,8094.06,8094.06,Credit Card,Hyderabad
T0431,2025-07-16,C441,Male,30.0,Beauty,Moisturizer,1,3765.97,3765.97,Credit Card,Chennai
T0432,2025-06-20,C174,Male,18.0,Electronics,Smartwatch,5,47349.97,236749.85,Debit Card,Hyderabad
T0433,2025-07-16,C291,Male,37.0,Beauty,Moisturizer,4,1499.24,5996.96,Net Banking,Chennai
T0434,2025-06-19,C266,Male,31.0,Groceries,Cooking Oil,2,1302.68,2605.36,Debit Card,Chennai
T0435,2025-05-13,C443,Male,39.0,Groceries,Coffee,1,1393.57,1393.57,Debit Card,Hyderabad
T0436,2025-03-05,C427,Female,26.0,Electronics,Laptop,1,16122.74,16122.74,UPI,Mumbai
T0437,2025-02-28,C143,Male,36.0,Clothing,Jacket,1,4269.67,4269.67,Cash,Delhi
T0438,2025-03-31,C194,Male,29.0,Beauty,Shampoo,4,2628.32,10513.28,Net Banking,Bengaluru
T0439,2025-10-26,C250,Female,33.0,Groceries,Rice,2,921.83,1843.66,Net Banking,Bengaluru
T0440,2025-11-14,C335,Male,27.0,Electronics,Smartwatch,2,20806.87,41613.74,Net Banking,Chennai
T0441,2025-10-20,C334,Male,32.0,Home & Kitchen,Mixer,1,2966.25,2966.25,UPI,Pune
T0442,2025-09-30,C164,Female,31.0,Beauty,Moisturizer,1,3906.3,3906.3,Net Banking,Chennai
T0443,2025-02-21,C371,Male,28.0,Home & Kitchen,Cookware,1,1841.05,1841.05,Cash,Chennai
T0444,2025-08-24,C156,Male,18.0,Groceries,Coffee,1,242.49,242.49,Debit Card,Delhi
T0445,2025-10-09,C186,Female,18.0,Groceries,Coffee,1,1465.03,1465.03,Credit Card,Delhi
T0446,2025-04-06,C290,Male,18.0,Clothing,Jacket,1,3598.75,3598.75,Credit Card,Delhi
T0447,2025-11-09,C206,Male,29.0,Home & Kitchen,Air Fryer,1,5893.3,5893.3,Credit Card,Hyderabad
T0448,2025-04-16,C371,Male,18.0,Groceries,Rice,2,1027.44,2054.88,Net Banking,Hyderabad
T0449,2025-11-28,C138,Male,18.0,Electronics,Smartwatch,2,46565.36,93130.72,Cash,Hyderabad
T0450,2025-07-15,C287,Male,25.0,Home & Kitchen,Air Fryer,2,4409.03,8818.06,Net Banking,Pune
T0451,2025-04-05,C410,Female,32.0,Electronics,Smartphone,2,33460.47,66920.94,Cash,Hyderabad
T0452,2025-04-30,C320,Male,18.0,Groceries,Cooking Oil,1,266.95,266.95,Debit Card,Mumbai
T0453,2025-09-04,C172,Female,38.0,Home & Kitchen,Mixer,2,7215.74,14431.48,UPI,Delhi
T0454,2025-06-26,C415,Male,28.0,Home & Kitchen,Cookware,2,1683.29,3366.58,Net Banking,Pune
T0455,2025-02-14,C227,Female,54.0,Beauty,Face Wash,2,3056.37,6112.74,Credit Card,Hyderabad
T0456,2025-09-30,C158,Female,52.0,Beauty,Moisturizer,3,777.78,2333.34,Credit Card,Chennai
T0457,2025-08-17,C256,Male,20.0,Groceries,Biscuits,1,1369.98,1369.98,Net Banking,Bengaluru
T0458,2025-04-06,C321,Female,23.0,Clothing,Jacket,2,5997.57,11995.14,Credit Card,Pune
T0459,2025-12-30,C153,Male,18.0,Home & Kitchen,Mixer,3,5992.13,17976.39,Cash,Delhi
T0460,2025-01-01,C144,Male,36.0,Electronics,Smartphone,2,51637.38,103274.76,Debit Card,Bengaluru
T0461,2025-11-17,C207,Female,32.0,Electronics,Smartwatch,1,17021.79,17021.79,Credit Card,Delhi
T0462,2025-08-09,C313,Male,21.0,Home & Kitchen,Blender,2,8062.13,16124.26,Credit Card,Delhi
T0463,2025-05-19,C444,Male,30.0,Groceries,Rice,3,412.88,1238.64,Net Banking,Chennai
T0464,2025-09-30,C106,Male,42.0,Clothing,Jacket,1,4004.02,4004.02,Cash,Bengaluru
T0465,2025-09-26,C408,Female,18.0,Groceries,Biscuits,4,562.47,2249.88,UPI,Hyderabad
T0466,2025-09-09,C455,Female,30.0,Beauty,Perfume,2,3219.03,6438.06,Debit Card,Mumbai
T0467,2025-07-27,C470,Female,39.0,Electronics,Laptop,5,17658.12,88290.6,Cash,Chennai
T0468,2025-05-22,C337,Male,25.0,Electronics,Headphones,1,38951.07,38951.07,Credit Card,Chennai
T0469,2025-01-10,C311,Male,50.0,Clothing,Shoes,3,4646.27,13938.81,Net Banking,Chennai
T0470,2025-04-15,C281,Female,26.0,Clothing,Jacket,1,537.83,537.83,Credit Card,Bengaluru
T0471,2025-09-03,C189,Female,21.0,Clothing,Shoes,1,1088.81,1088.81,Debit Card,Bengaluru
T0472,2025-10-21,C353,Male,40.0,Groceries,Rice,4,1247.94,4991.76,Credit Card,Bengaluru
T0473,2025-04-23,C463,Female,18.0,Beauty,Perfume,1,2277.44,2277.44,Cash,Mumbai
T0474,2025-12-26,C251,Female,27.0,Home & Kitchen,Cookware,1,10565.12,10565.12,Debit Card,Bengaluru
T0475,2025-02-06,C156,Male,38.0,Clothing,T-Shirt,1,916.14,916.14,Net Banking,Delhi
T0476,2025-12-26,C288,Male,22.0,Groceries,Rice,1,924.68,924.68,Debit Card,Mumbai
T0477,2025-08-08,C478,Female,32.0,Beauty,Moisturizer,3,2332.77,6998.31,UPI,Bengaluru
T0478,2025-02-21,C445,Female,33.0,Groceries,Cooking Oil,1,151.5,151.5,UPI,Delhi
T0479,2025-12-01,C309,Female,19.0,Groceries,Biscuits,3,1354.8,4064.4,Debit Card,Pune
T0480,2025-06-15,C437,Female,32.0,Electronics,Smartphone,2,16113.86,32227.72,Net Banking,Delhi
T0481,2025-09-26,C341,Male,26.0,Home & Kitchen,Cookware,2,9309.28,18618.56,Net Banking,Chennai
T0482,2025-08-05,C126,Male,27.0,Beauty,Shampoo,3,490.96,1472.88,Net Banking,Bengaluru
T0483,2025-01-14,C113,Male,34.0,Beauty,Shampoo,5,2336.32,11681.6,Cash,Chennai
T0484,2025-04-10,C263,Female,20.0,Home & Kitchen,Blender,3,1567.87,4703.61,Credit Card,Mumbai
T0485,2025-05-21,C414,Female,18.0,Groceries,Rice,1,583.95,583.95,Net Banking,Delhi
T0486,2025-07-09,C488,Male,22.0,Beauty,Moisturizer,1,3343.75,3343.75,Credit Card,Mumbai
T0487,2025-07-20,C145,Female,18.0,Groceries,Coffee,2,1118.71,2237.42,Cash,Chennai
T0488,2025-08-18,C246,Female,33.0,Clothing,T-Shirt,2,2717.66,5435.32,Net Banking,Pune
T0489,2025-05-02,C208,Female,37.0,Groceries,Biscuits,1,1262.76,1262.76,Net Banking,Delhi
T0490,2025-08-17,C302,Female,35.0,Clothing,Jeans,1,3511.09,3511.09,Debit Card,Chennai
T0491,2025-08-02,C391,Female,40.0,Clothing,Jacket,1,1786.43,1786.43,UPI,Mumbai
T0492,2025-11-12,C176,Male,40.0,Home & Kitchen,Mixer,5,991.2,4956.0,UPI,Bengaluru
T0493,2025-01-30,C381,Female,18.0,Electronics,Headphones,1,36415.84,36415.84,Credit Card,Pune
T0494,2025-11-10,C194,Male,35.0,Electronics,Laptop,4,12374.64,49498.56,UPI,Hyderabad
T0495,2025-08-02,C273,Male,24.0,Home & Kitchen,Air Fryer,1,10080.71,10080.71,UPI,Delhi
T0496,2025-11-27,C372,Male,27.0,Clothing,Shoes,1,5598.04,5598.04,Debit Card,Bengaluru
T0497,2025-07-07,C433,Female,23.0,Home & Kitchen,Mixer,1,8584.19,8584.19,Credit Card,Bengaluru
T0498,2025-09-20,C291,Male,40.0,Home & Kitchen,Blender,3,3767.86,11303.58,Cash,Mumbai
T0499,2025-01-08,C425,Female,25.0,Groceries,Coffee,1,448.33,448.33,Cash,Mumbai
T0500,2025-09-27,C171,Male,24.0,Groceries,Biscuits,4,198.61,794.44,Cash,Mumbai
T0501,2025-04-16,C121,Female,28.0,Groceries,Rice,3,864.92,2594.76,Net Banking,Chennai
T0502,2025-06-13,C486,Female,47.0,Beauty,Face Wash,1,1219.06,1219.06,Credit Card,Pune
T0503,2025-08-09,C456,Female,45.0,Beauty,Shampoo,1,2637.72,2637.72,Cash,Mumbai
T0504,2025-03-11,C216,Male,21.0,Beauty,Face Wash,1,1762.96,1762.96,UPI,Mumbai
